AIRPORT,AIRLINE_CODE,AIRLINE_NAME,S15,S16,S17,S18,S19,PRE_SUM,POST_SUM
SXF,5P,SMALL PLANET,0,0,0,178,0,0,178
SXF,A3,AEGEAN AIRLINES,0,0,0,12,22,0,34
SXF,A9,AIRZENA GEORGIAN AIRLINES,0,0,0,186,180,0,366
SXF,BBG,BLUEBIRD AIRWAYS,0,0,0,120,34,0,154
SXF,CGF,CARGO AIR,0,0,0,310,300,0,610
SXF,CXI,CORENDON AIRLINES EUROPE,0,0,0,476,0,0,476
SXF,DX,DANISH AIR TRANSPORT,0,0,0,0,4,0,4
SXF,E5,AIR ARABIA,0,0,0,8,0,0,8
SXF,EJU,EASYJET AUSTRIA,0,0,0,0,14794,0,14794
