AIRPORT,AIRLINE_CODE,AIRLINE_NAME,S15,S16,S17,S18,S19,PRE_SUM,POST_SUM
STR,5P,SMALL PLANET,0,0,0,203,0,0,203
STR,AY,FINNAIR O/Y,0,0,0,374,420,0,794
STR,BM,BMI,0,0,0,430,0,0,430
STR,BT,AIR BALTIC,0,0,0,0,240,0,240
STR,C3,TRADE AIR,0,0,0,2,0,0,2
STR,CXI,CORENDON AIRLINES EUROPE,0,0,0,0,6,0,6
STR,CY,CYPRUS AIRWAYS,0,0,0,52,0,0,52
STR,E5,AIR ARABIA,0,0,0,44,0,0,44
STR,EJU,EASYJET AUSTRIA,0,0,0,0,3322,0,3322
