AIRPORT,AIRLINE_CODE,AIRLINE_NAME,S15,S16,S17,S18,S19,PRE_SUM,POST_SUM
DUS,5P,SMALL PLANET,0,0,0,1432,0,0,1432
DUS,A9,AIRZENA GEORGIAN AIRLINES,0,0,0,2,0,0,2
DUS,AXY,AIRX CHARTER LTD,0,0,0,4,0,0,4
DUS,AZI,ASTRA AIRLINES,0,0,0,46,0,0,46
DUS,CO,COBALT AERO,0,0,0,104,0,0,104
DUS,CXI,CORENDON AIRLINES EUROPE,0,0,0,124,0,0,124
DUS,DK,THOMAS COOK AIRLINES SCANDINAVIA,0,0,0,4,0,0,4
DUS,DX,DANISH AIR TRANSPORT,0,0,0,9,4,0,13
