AIRPORT,AIRLINE_CODE,AIRLINE_NAME,S15,S16,S17,S18,S19,PRE_SUM,POST_SUM
FRA,5P,SMALL PLANET,0,0,0,292,0,0,292
FRA,AEH,AERO4M,0,0,0,4,0,0,4
FRA,ARZ,AZURAIR GMBH,0,0,0,72,0,0,72
FRA,CO,COBALT AERO,0,0,0,124,0,0,124
FRA,EJU,EASYJET AUSTRIA,0,0,0,0,1975,0,1975
FRA,ENT,ENTER AIR,0,0,0,18,0,0,18
FRA,EVE,IBEROJET (EVELOP AIRLINES),0,0,0,0,8,0,8
FRA,FPO,ALS AIRLINES FRANCE,0,0,0,4,0,0,4
FRA,GM,CHAIR AIRLINES,0,0,0,2,0,0,2
