Origin Airport,Destination Region Normalized,Year,Route,AIR_BERLIN_GROUP_Departures,LUFTHANSA_GROUP_Departures,LowCostCarrier_GROUP_Departures,NEW_ENTRANT_Departures,legacy_group_Departures,regional_and_others_Departures,AIR_BERLIN_GROUP_Market_Share,LUFTHANSA_GROUP_Market_Share,LowCostCarrier_GROUP_Market_Share,NEW_ENTRANT_Market_Share,legacy_group_Market_Share,regional_and_others_Market_Share
TXL,EASTERN EUROPE,2018,TXL → EASTERN EUROPE,0.0,722.0,575.0,54.0,2978.0,0.0,0.0,0.16678216678216679,0.13282513282513284,0.012474012474012475,0.6879186879186879,0.0
TXL,EASTERN EUROPE,2019,TXL → EASTERN EUROPE,0.0,836.0,948.0,115.0,3403.0,0.0,0.0,0.15767634854771784,0.17880045265937383,0.02168992832893248,0.6418332704639759,0.0
TXL,GULF/MIDDLE EAST,2015,TXL → GULF/MIDDLE EAST,641.0,61.0,0.0,0.0,0.0,0.0,0.9131054131054132,0.0868945868945869,0.0,0.0,0.0,0.0
TXL,GULF/MIDDLE EAST,2016,TXL → GULF/MIDDLE EAST,610.0,0.0,33.0,0.0,0.0,0.0,0.9486780715396579,0.0,0.05132192846034215,0.0,0.0,0.0
TXL,GULF/MIDDLE EAST,2017,TXL → GULF/MIDDLE EAST,791.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TXL,GULF/MIDDLE EAST,2018,TXL → GULF/MIDDLE EAST,0.0,0.0,305.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
TXL,GULF/MIDDLE EAST,2019,TXL → GULF/MIDDLE EAST,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
TXL,NORTH AFRICA,2015,TXL → NORTH AFRICA,75.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TXL,NORTH AFRICA,2016,TXL → NORTH AFRICA,5.0,0.0,31.0,0.0,0.0,0.0,0.1388888888888889,0.0,0.8611111111111112,0.0,0.0,0.0
TXL,NORTH AFRICA,2017,TXL → NORTH AFRICA,14.0,0.0,25.0,0.0,0.0,0.0,0.358974358974359,0.0,0.6410256410256411,0.0,0.0,0.0
TXL,NORTH AFRICA,2018,TXL → NORTH AFRICA,2.0,0.0,83.0,59.0,0.0,0.0,0.013888888888888888,0.0,0.5763888888888888,0.4097222222222222,0.0,0.0
