Origin Airport,Destination Region Normalized,Year,Airline_Group,Departures,Total_Market_Departures,Market_Share,Market_Share_Squared,Route
HAM,WESTERN EUROPE,2015,LUFTHANSA_GROUP,18287.0,34359.0,0.5322331849006083,0.28327216310944514,HAM → WESTERN EUROPE
HAM,WESTERN EUROPE,2015,LowCostCarrier_GROUP,6251.0,34359.0,0.18193195378212404,0.03309923580698092,HAM → WESTERN EUROPE
HAM,WESTERN EUROPE,2015,legacy_group,4503.0,34359.0,0.13105736488256353,0.017176032889961397,HAM → WESTERN EUROPE
HAM,WESTERN EUROPE,2016,AIR_BERLIN_GROUP,4114.0,33904.0,0.12134261444077395,0.014724030079322322,HAM → WESTERN EUROPE
HAM,WESTERN EUROPE,2016,LUFTHANSA_GROUP,18617.0,33904.0,0.5491092496460594,0.30152096804685846,HAM → WESTERN EUROPE
HAM,WESTERN EUROPE,2016,LowCostCarrier_GROUP,6979.0,33904.0,0.20584591788579518,0.04237254191024553,HAM → WESTERN EUROPE
HAM,WESTERN EUROPE,2016,NEW_ENTRANT,0.0,33904.0,0.0,0.0,HAM → WESTERN EUROPE
HAM,WESTERN EUROPE,2016,legacy_group,4194.0,33904.0,0.1237022180273714,0.01530223874489133,HAM → WESTERN EUROPE
HAM,WESTERN EUROPE,2017,AIR_BERLIN_GROUP,6521.0,34844.0,0.18714843301572723,0.03502453598024214,HAM → WESTERN EUROPE
HAM,WESTERN EUROPE,2017,LUFTHANSA_GROUP,14996.0,34844.0,0.4303753874411663,0.18522297411513403,HAM → WESTERN EUROPE
HAM,WESTERN EUROPE,2017,LowCostCarrier_GROUP,8793.0,34844.0,0.2523533463437034,0.06368221141086511,HAM → WESTERN EUROPE
HAM,WESTERN EUROPE,2017,legacy_group,4534.0,34844.0,0.13012283319940304,0.016931951719839668,HAM → WESTERN EUROPE
HAM,WESTERN EUROPE,2018,AIR_BERLIN_GROUP,637.0,33115.0,0.019235995772308622,0.0003700235333522752,HAM → WESTERN EUROPE
HAM,WESTERN EUROPE,2018,LUFTHANSA_GROUP,19706.0,33115.0,0.5950777593235694,0.35411753964156,HAM → WESTERN EUROPE
HAM,WESTERN EUROPE,2018,LowCostCarrier_GROUP,8055.0,33115.0,0.24324324324324326,0.059167275383491605,HAM → WESTERN EUROPE
HAM,WESTERN EUROPE,2018,legacy_group,4683.0,33115.0,0.14141627661180733,0.019998563290747205,HAM → WESTERN EUROPE
HAM,WESTERN EUROPE,2018,regional_and_others,34.0,33115.0,0.0010267250490714178,1.0541643263907052e-06,HAM → WESTERN EUROPE
HAM,WESTERN EUROPE,2019,AIR_BERLIN_GROUP,128.0,33302.0,0.0038436129962164433,1.4773360864683944e-05,HAM → WESTERN EUROPE
HAM,WESTERN EUROPE,2019,LUFTHANSA_GROUP,20193.0,33302.0,0.6063599783796769,0.36767242338060224,HAM → WESTERN EUROPE
HAM,WESTERN EUROPE,2019,LowCostCarrier_GROUP,8143.0,33302.0,0.24451984865773826,0.059789956387603226,HAM → WESTERN EUROPE
HAM,WESTERN EUROPE,2019,NEW_ENTRANT,225.0,33302.0,0.006756350969911717,4.5648278428627004e-05,HAM → WESTERN EUROPE
HAM,WESTERN EUROPE,2019,legacy_group,4521.0,33302.0,0.1357576121554261,0.018430129258143094,HAM → WESTERN EUROPE
HAM,WESTERN EUROPE,2019,regional_and_others,92.0,33302.0,0.002762596841030569,7.631941306072079e-06,HAM → WESTERN EUROPE
MUC,EASTERN EUROPE,2015,AIR_BERLIN_GROUP,32.0,16938.0,0.0018892431219742591,3.5692395739270453e-06,MUC → EASTERN EUROPE
MUC,EASTERN EUROPE,2015,LUFTHANSA_GROUP,11962.0,16938.0,0.7062226945330027,0.4987504942734548,MUC → EASTERN EUROPE
MUC,EASTERN EUROPE,2015,LowCostCarrier_GROUP,837.0,16938.0,0.049415515409139216,0.0024418931631508753,MUC → EASTERN EUROPE
MUC,EASTERN EUROPE,2015,legacy_group,4107.0,16938.0,0.2424725469358838,0.05879293601757437,MUC → EASTERN EUROPE
MUC,EASTERN EUROPE,2016,AIR_BERLIN_GROUP,23.0,17763.0,0.0012948263243821427,1.6765752103129698e-06,MUC → EASTERN EUROPE
MUC,EASTERN EUROPE,2016,LUFTHANSA_GROUP,11995.0,17763.0,0.6752800765636435,0.4560031818038003,MUC → EASTERN EUROPE
MUC,EASTERN EUROPE,2016,LowCostCarrier_GROUP,858.0,17763.0,0.048302651579125146,0.002333146149574361,MUC → EASTERN EUROPE
MUC,EASTERN EUROPE,2016,legacy_group,4887.0,17763.0,0.2751224455328492,0.07569236003597557,MUC → EASTERN EUROPE
MUC,EASTERN EUROPE,2017,AIR_BERLIN_GROUP,0.0,17546.0,0.0,0.0,MUC → EASTERN EUROPE
MUC,EASTERN EUROPE,2017,LUFTHANSA_GROUP,12521.0,17546.0,0.7136099395873703,0.5092391458778903,MUC → EASTERN EUROPE
MUC,EASTERN EUROPE,2017,LowCostCarrier_GROUP,556.0,17546.0,0.031688134047646185,0.0010041378394215934,MUC → EASTERN EUROPE
MUC,EASTERN EUROPE,2017,NEW_ENTRANT,60.0,17546.0,0.0034195828108970704,1.1693546600582709e-05,MUC → EASTERN EUROPE
MUC,EASTERN EUROPE,2017,legacy_group,4409.0,17546.0,0.2512823435540864,0.0631428161820339,MUC → EASTERN EUROPE
MUC,EASTERN EUROPE,2018,LUFTHANSA_GROUP,12647.0,18406.0,0.6871128979680539,0.4721241345540572,MUC → EASTERN EUROPE
MUC,EASTERN EUROPE,2018,LowCostCarrier_GROUP,1350.0,18406.0,0.07334564815820928,0.005379584103747828,MUC → EASTERN EUROPE
MUC,EASTERN EUROPE,2018,NEW_ENTRANT,145.0,18406.0,0.007877865913289145,6.206077134776302e-05,MUC → EASTERN EUROPE
MUC,EASTERN EUROPE,2018,legacy_group,4264.0,18406.0,0.23166358796044767,0.053668017986708075,MUC → EASTERN EUROPE
MUC,EASTERN EUROPE,2019,LUFTHANSA_GROUP,11663.0,18917.0,0.6165353914468468,0.3801158889065166,MUC → EASTERN EUROPE
MUC,EASTERN EUROPE,2019,LowCostCarrier_GROUP,720.0,18917.0,0.038061003330337795,0.0014486399745119846,MUC → EASTERN EUROPE
MUC,EASTERN EUROPE,2019,NEW_ENTRANT,208.0,18917.0,0.010995400962097585,0.00012089884231729649,MUC → EASTERN EUROPE
MUC,EASTERN EUROPE,2019,legacy_group,6326.0,18917.0,0.3344082042607179,0.11182884707687801,MUC → EASTERN EUROPE
MUC,GULF/MIDDLE EAST,2015,AIR_BERLIN_GROUP,70.0,640.0,0.109375,0.011962890625,MUC → GULF/MIDDLE EAST
MUC,GULF/MIDDLE EAST,2015,LUFTHANSA_GROUP,504.0,640.0,0.7875,0.62015625,MUC → GULF/MIDDLE EAST
MUC,GULF/MIDDLE EAST,2015,LowCostCarrier_GROUP,66.0,640.0,0.103125,0.010634765624999999,MUC → GULF/MIDDLE EAST
MUC,GULF/MIDDLE EAST,2016,LUFTHANSA_GROUP,417.0,580.0,0.7189655172413794,0.5169114149821642,MUC → GULF/MIDDLE EAST
MUC,GULF/MIDDLE EAST,2016,LowCostCarrier_GROUP,163.0,580.0,0.2810344827586207,0.07898038049940548,MUC → GULF/MIDDLE EAST
MUC,GULF/MIDDLE EAST,2017,AIR_BERLIN_GROUP,0.0,676.0,0.0,0.0,MUC → GULF/MIDDLE EAST
MUC,GULF/MIDDLE EAST,2017,LUFTHANSA_GROUP,466.0,676.0,0.6893491124260355,0.47520219880256287,MUC → GULF/MIDDLE EAST
MUC,GULF/MIDDLE EAST,2017,LowCostCarrier_GROUP,210.0,676.0,0.3106508875739645,0.09650397395049191,MUC → GULF/MIDDLE EAST
MUC,GULF/MIDDLE EAST,2018,LUFTHANSA_GROUP,425.0,525.0,0.8095238095238095,0.655328798185941,MUC → GULF/MIDDLE EAST
MUC,GULF/MIDDLE EAST,2018,LowCostCarrier_GROUP,100.0,525.0,0.19047619047619047,0.03628117913832199,MUC → GULF/MIDDLE EAST
MUC,GULF/MIDDLE EAST,2018,legacy_group,0.0,525.0,0.0,0.0,MUC → GULF/MIDDLE EAST
MUC,GULF/MIDDLE EAST,2019,LUFTHANSA_GROUP,425.0,425.0,1.0,1.0,MUC → GULF/MIDDLE EAST
MUC,GULF/MIDDLE EAST,2019,LowCostCarrier_GROUP,0.0,425.0,0.0,0.0,MUC → GULF/MIDDLE EAST
MUC,GULF/MIDDLE EAST,2019,legacy_group,0.0,425.0,0.0,0.0,MUC → GULF/MIDDLE EAST
MUC,NORTH AFRICA,2015,AIR_BERLIN_GROUP,39.0,358.0,0.10893854748603352,0.01186760712836678,MUC → NORTH AFRICA
MUC,NORTH AFRICA,2015,LUFTHANSA_GROUP,197.0,358.0,0.5502793296089385,0.30280734059486286,MUC → NORTH AFRICA
MUC,NORTH AFRICA,2015,LowCostCarrier_GROUP,122.0,358.0,0.3407821229050279,0.11613245529165754,MUC → NORTH AFRICA
MUC,NORTH AFRICA,2016,AIR_BERLIN_GROUP,0.0,316.0,0.0,0.0,MUC → NORTH AFRICA
MUC,NORTH AFRICA,2016,LUFTHANSA_GROUP,176.0,316.0,0.5569620253164557,0.3102066976446082,MUC → NORTH AFRICA
MUC,NORTH AFRICA,2016,LowCostCarrier_GROUP,140.0,316.0,0.4430379746835443,0.19628264701169681,MUC → NORTH AFRICA
MUC,NORTH AFRICA,2017,AIR_BERLIN_GROUP,11.0,524.0,0.02099236641221374,0.0004406794475846396,MUC → NORTH AFRICA
MUC,NORTH AFRICA,2017,LUFTHANSA_GROUP,366.0,524.0,0.6984732824427481,0.4878649262863469,MUC → NORTH AFRICA
MUC,NORTH AFRICA,2017,LowCostCarrier_GROUP,138.0,524.0,0.2633587786259542,0.06935784627935435,MUC → NORTH AFRICA
MUC,NORTH AFRICA,2017,NEW_ENTRANT,9.0,524.0,0.01717557251908397,0.0002950002913583125,MUC → NORTH AFRICA
MUC,NORTH AFRICA,2017,legacy_group,0.0,524.0,0.0,0.0,MUC → NORTH AFRICA
MUC,NORTH AFRICA,2018,LUFTHANSA_GROUP,329.0,621.0,0.5297906602254429,0.28067814366211064,MUC → NORTH AFRICA
MUC,NORTH AFRICA,2018,LowCostCarrier_GROUP,232.0,621.0,0.37359098228663445,0.13957022204589242,MUC → NORTH AFRICA
MUC,NORTH AFRICA,2018,NEW_ENTRANT,60.0,621.0,0.0966183574879227,0.00933510700366403,MUC → NORTH AFRICA
MUC,NORTH AFRICA,2019,LUFTHANSA_GROUP,211.0,523.0,0.40344168260038243,0.16276519125942773,MUC → NORTH AFRICA
MUC,NORTH AFRICA,2019,LowCostCarrier_GROUP,282.0,523.0,0.5391969407265774,0.29073334088890024,MUC → NORTH AFRICA
MUC,NORTH AFRICA,2019,NEW_ENTRANT,30.0,523.0,0.05736137667304015,0.0032903275338263946,MUC → NORTH AFRICA
MUC,WESTERN EUROPE,2015,AIR_BERLIN_GROUP,7474.0,77924.0,0.09591396745546943,0.00919948915304885,MUC → WESTERN EUROPE
MUC,WESTERN EUROPE,2015,LUFTHANSA_GROUP,54196.0,77924.0,0.6954981777116165,0.48371771520017925,MUC → WESTERN EUROPE
MUC,WESTERN EUROPE,2015,LowCostCarrier_GROUP,6408.0,77924.0,0.0822339715620348,0.006762426078865548,MUC → WESTERN EUROPE
MUC,WESTERN EUROPE,2015,NEW_ENTRANT,428.0,77924.0,0.005492531184230789,3.0167898809747672e-05,MUC → WESTERN EUROPE
MUC,WESTERN EUROPE,2015,legacy_group,9418.0,77924.0,0.12086135208664853,0.01460746642821282,MUC → WESTERN EUROPE
MUC,WESTERN EUROPE,2016,AIR_BERLIN_GROUP,6106.0,81897.0,0.07455706558237786,0.005558756028254994,MUC → WESTERN EUROPE
MUC,WESTERN EUROPE,2016,LUFTHANSA_GROUP,54591.0,81897.0,0.6665811934503095,0.444330487461639,MUC → WESTERN EUROPE
MUC,WESTERN EUROPE,2016,LowCostCarrier_GROUP,10937.0,81897.0,0.1335457953282782,0.017834479449862373,MUC → WESTERN EUROPE
MUC,WESTERN EUROPE,2016,NEW_ENTRANT,449.0,81897.0,0.005482496306336008,3.005776574898797e-05,MUC → WESTERN EUROPE
MUC,WESTERN EUROPE,2016,legacy_group,9814.0,81897.0,0.11983344933269839,0.014360055578972393,MUC → WESTERN EUROPE
MUC,WESTERN EUROPE,2017,AIR_BERLIN_GROUP,9111.0,82631.0,0.11026128208541588,0.012157550327119654,MUC → WESTERN EUROPE
MUC,WESTERN EUROPE,2017,LUFTHANSA_GROUP,55452.0,82631.0,0.6710798610690903,0.4503481799325096,MUC → WESTERN EUROPE
MUC,WESTERN EUROPE,2017,LowCostCarrier_GROUP,7755.0,82631.0,0.09385097602594668,0.008808005701022819,MUC → WESTERN EUROPE
MUC,WESTERN EUROPE,2017,NEW_ENTRANT,500.0,82631.0,0.006050997809538793,3.6614574491043264e-05,MUC → WESTERN EUROPE
MUC,WESTERN EUROPE,2017,legacy_group,9813.0,82631.0,0.11875688301000835,0.01410319726225281,MUC → WESTERN EUROPE
MUC,WESTERN EUROPE,2018,AIR_BERLIN_GROUP,1165.0,85446.0,0.013634342157620017,0.00018589528607105445,MUC → WESTERN EUROPE
MUC,WESTERN EUROPE,2018,LUFTHANSA_GROUP,63584.0,85446.0,0.7441424993563186,0.5537480593482687,MUC → WESTERN EUROPE
MUC,WESTERN EUROPE,2018,LowCostCarrier_GROUP,10012.0,85446.0,0.11717341946960654,0.013729610230200367,MUC → WESTERN EUROPE
MUC,WESTERN EUROPE,2018,NEW_ENTRANT,526.0,85446.0,0.006155934742410411,3.7895532552815535e-05,MUC → WESTERN EUROPE
MUC,WESTERN EUROPE,2018,legacy_group,10124.0,85446.0,0.11848418884441636,0.014038503006119318,MUC → WESTERN EUROPE
MUC,WESTERN EUROPE,2018,regional_and_others,35.0,85446.0,0.0004096154296280692,1.677848001893877e-07,MUC → WESTERN EUROPE
MUC,WESTERN EUROPE,2019,AIR_BERLIN_GROUP,237.0,88783.0,0.002669429958437989,7.1258563030062446e-06,MUC → WESTERN EUROPE
MUC,WESTERN EUROPE,2019,LUFTHANSA_GROUP,67922.0,88783.0,0.7650338465697262,0.5852767863972713,MUC → WESTERN EUROPE
MUC,WESTERN EUROPE,2019,LowCostCarrier_GROUP,8737.0,88783.0,0.09840847910072874,0.009684228758918565,MUC → WESTERN EUROPE
MUC,WESTERN EUROPE,2019,NEW_ENTRANT,778.0,88783.0,0.008762938850906142,7.678909730472026e-05,MUC → WESTERN EUROPE
MUC,WESTERN EUROPE,2019,legacy_group,11018.0,88783.0,0.12410033452350112,0.015400893028844885,MUC → WESTERN EUROPE
MUC,WESTERN EUROPE,2019,regional_and_others,91.0,88783.0,0.0010249709966998186,1.0505655440758197e-06,MUC → WESTERN EUROPE
STR,EASTERN EUROPE,2015,AIR_BERLIN_GROUP,33.0,4687.0,0.007040751013441433,4.957217483327657e-05,STR → EASTERN EUROPE
STR,EASTERN EUROPE,2015,LUFTHANSA_GROUP,2096.0,4687.0,0.4471943673991893,0.19998280223356107,STR → EASTERN EUROPE
STR,EASTERN EUROPE,2015,LowCostCarrier_GROUP,997.0,4687.0,0.21271602304245787,0.04524810645899947,STR → EASTERN EUROPE
STR,EASTERN EUROPE,2015,legacy_group,1561.0,4687.0,0.33304885854491145,0.11092154217806843,STR → EASTERN EUROPE
STR,EASTERN EUROPE,2016,LUFTHANSA_GROUP,1819.0,4343.0,0.4188349067464886,0.1754226791093398,STR → EASTERN EUROPE
STR,EASTERN EUROPE,2016,LowCostCarrier_GROUP,957.0,4343.0,0.22035459359889478,0.04855614692013408,STR → EASTERN EUROPE
STR,EASTERN EUROPE,2016,legacy_group,1567.0,4343.0,0.36081049965461665,0.13018421666101412,STR → EASTERN EUROPE
STR,EASTERN EUROPE,2017,AIR_BERLIN_GROUP,319.0,4567.0,0.06984891613750821,0.004878871085584655,STR → EASTERN EUROPE
STR,EASTERN EUROPE,2017,LUFTHANSA_GROUP,1610.0,4567.0,0.35252901248084084,0.12427670464071684,STR → EASTERN EUROPE
STR,EASTERN EUROPE,2017,LowCostCarrier_GROUP,803.0,4567.0,0.17582658200131376,0.030914986938264714,STR → EASTERN EUROPE
STR,EASTERN EUROPE,2017,legacy_group,1835.0,4567.0,0.4017954893803372,0.16143961528638467,STR → EASTERN EUROPE
STR,EASTERN EUROPE,2018,AIR_BERLIN_GROUP,196.0,4705.0,0.04165781083953241,0.0017353732039422642,STR → EASTERN EUROPE
STR,EASTERN EUROPE,2018,LUFTHANSA_GROUP,1934.0,4705.0,0.4110520722635494,0.16896380611215822,STR → EASTERN EUROPE
STR,EASTERN EUROPE,2018,LowCostCarrier_GROUP,714.0,4705.0,0.15175345377258237,0.023029110731907294,STR → EASTERN EUROPE
STR,EASTERN EUROPE,2018,NEW_ENTRANT,27.0,4705.0,0.005738575982996812,3.293125431262782e-05,STR → EASTERN EUROPE
STR,EASTERN EUROPE,2018,legacy_group,1834.0,4705.0,0.389798087141339,0.15194254873904692,STR → EASTERN EUROPE
STR,EASTERN EUROPE,2019,AIR_BERLIN_GROUP,215.0,5654.0,0.038026176158471876,0.001445990073235135,STR → EASTERN EUROPE
STR,EASTERN EUROPE,2019,LUFTHANSA_GROUP,2215.0,5654.0,0.39175804740007075,0.15347436770271608,STR → EASTERN EUROPE
STR,EASTERN EUROPE,2019,LowCostCarrier_GROUP,857.0,5654.0,0.1515741068270251,0.022974709860410416,STR → EASTERN EUROPE
STR,EASTERN EUROPE,2019,NEW_ENTRANT,0.0,5654.0,0.0,0.0,STR → EASTERN EUROPE
STR,EASTERN EUROPE,2019,legacy_group,2367.0,5654.0,0.4186416696144323,0.17526084753755947,STR → EASTERN EUROPE
STR,EASTERN EUROPE,2019,regional_and_others,0.0,5654.0,0.0,0.0,STR → EASTERN EUROPE
STR,GULF/MIDDLE EAST,2015,AIR_BERLIN_GROUP,214.0,214.0,1.0,1.0,STR → GULF/MIDDLE EAST
STR,GULF/MIDDLE EAST,2016,AIR_BERLIN_GROUP,61.0,61.0,1.0,1.0,STR → GULF/MIDDLE EAST
STR,GULF/MIDDLE EAST,2019,LUFTHANSA_GROUP,21.0,21.0,1.0,1.0,STR → GULF/MIDDLE EAST
STR,NORTH AFRICA,2015,LUFTHANSA_GROUP,48.0,74.0,0.6486486486486487,0.4207450693937181,STR → NORTH AFRICA
STR,NORTH AFRICA,2015,LowCostCarrier_GROUP,26.0,74.0,0.35135135135135137,0.12344777209642076,STR → NORTH AFRICA
STR,NORTH AFRICA,2016,LowCostCarrier_GROUP,0.0,0.0,,,STR → NORTH AFRICA
STR,NORTH AFRICA,2017,LUFTHANSA_GROUP,61.0,69.0,0.8840579710144928,0.7815584961142618,STR → NORTH AFRICA
STR,NORTH AFRICA,2017,LowCostCarrier_GROUP,8.0,69.0,0.11594202898550725,0.013442554085276203,STR → NORTH AFRICA
STR,NORTH AFRICA,2018,LUFTHANSA_GROUP,97.0,98.0,0.9897959183673469,0.9796959600166597,STR → NORTH AFRICA
STR,NORTH AFRICA,2018,LowCostCarrier_GROUP,1.0,98.0,0.01020408163265306,0.00010412328196584754,STR → NORTH AFRICA
STR,NORTH AFRICA,2019,AIR_BERLIN_GROUP,1.0,214.0,0.004672897196261682,2.183596820683029e-05,STR → NORTH AFRICA
STR,NORTH AFRICA,2019,LUFTHANSA_GROUP,99.0,214.0,0.46261682242990654,0.21401432439514367,STR → NORTH AFRICA
STR,NORTH AFRICA,2019,LowCostCarrier_GROUP,114.0,214.0,0.5327102803738317,0.2837802428159664,STR → NORTH AFRICA
STR,NORTH AFRICA,2019,NEW_ENTRANT,0.0,214.0,0.0,0.0,STR → NORTH AFRICA
STR,WESTERN EUROPE,2015,AIR_BERLIN_GROUP,5617.0,23354.0,0.24051554337586709,0.0578477266053886,STR → WESTERN EUROPE
STR,WESTERN EUROPE,2015,LUFTHANSA_GROUP,12826.0,23354.0,0.54919928063715,0.301619849852363,STR → WESTERN EUROPE
STR,WESTERN EUROPE,2015,LowCostCarrier_GROUP,4065.0,23354.0,0.17406011818103964,0.030296924741197488,STR → WESTERN EUROPE
STR,WESTERN EUROPE,2015,legacy_group,846.0,23354.0,0.03622505780594331,0.0013122548130439344,STR → WESTERN EUROPE
STR,WESTERN EUROPE,2016,AIR_BERLIN_GROUP,4117.0,24122.0,0.17067407345991212,0.029129639351399478,STR → WESTERN EUROPE
STR,WESTERN EUROPE,2016,LUFTHANSA_GROUP,12823.0,24122.0,0.5315894204460658,0.28258731193018416,STR → WESTERN EUROPE
STR,WESTERN EUROPE,2016,LowCostCarrier_GROUP,6371.0,24122.0,0.2641157449631042,0.06975712673741549,STR → WESTERN EUROPE
STR,WESTERN EUROPE,2016,legacy_group,811.0,24122.0,0.03362076113091783,0.0011303555790222353,STR → WESTERN EUROPE
STR,WESTERN EUROPE,2017,AIR_BERLIN_GROUP,7031.0,22973.0,0.30605493405301876,0.09366962265819766,STR → WESTERN EUROPE
STR,WESTERN EUROPE,2017,LUFTHANSA_GROUP,10274.0,22973.0,0.44722065032864666,0.20000631008037764,STR → WESTERN EUROPE
STR,WESTERN EUROPE,2017,LowCostCarrier_GROUP,4775.0,22973.0,0.2078526966438863,0.043202743502135425,STR → WESTERN EUROPE
STR,WESTERN EUROPE,2017,NEW_ENTRANT,3.0,22973.0,0.0001305880816610804,1.7053247071921005e-08,STR → WESTERN EUROPE
STR,WESTERN EUROPE,2017,legacy_group,890.0,22973.0,0.03874113089278718,0.0015008752228520695,STR → WESTERN EUROPE
STR,WESTERN EUROPE,2018,AIR_BERLIN_GROUP,4686.0,24360.0,0.19236453201970444,0.03700411317915989,STR → WESTERN EUROPE
STR,WESTERN EUROPE,2018,LUFTHANSA_GROUP,13562.0,24360.0,0.5567323481116585,0.3099509074339209,STR → WESTERN EUROPE
STR,WESTERN EUROPE,2018,LowCostCarrier_GROUP,4642.0,24360.0,0.1905582922824302,0.0363124627575961,STR → WESTERN EUROPE
STR,WESTERN EUROPE,2018,NEW_ENTRANT,213.0,24360.0,0.008743842364532019,7.64547792957849e-05,STR → WESTERN EUROPE
STR,WESTERN EUROPE,2018,legacy_group,1257.0,24360.0,0.051600985221674875,0.002662661675847509,STR → WESTERN EUROPE
STR,WESTERN EUROPE,2019,AIR_BERLIN_GROUP,4698.0,26014.0,0.18059506419620205,0.03261457721203034,STR → WESTERN EUROPE
STR,WESTERN EUROPE,2019,LUFTHANSA_GROUP,12899.0,26014.0,0.4958483893288229,0.24586562519998795,STR → WESTERN EUROPE
STR,WESTERN EUROPE,2019,LowCostCarrier_GROUP,4982.0,26014.0,0.1915122626278158,0.036676946736825485,STR → WESTERN EUROPE
STR,WESTERN EUROPE,2019,NEW_ENTRANT,0.0,26014.0,0.0,0.0,STR → WESTERN EUROPE
STR,WESTERN EUROPE,2019,legacy_group,3435.0,26014.0,0.13204428384715922,0.017435692896709154,STR → WESTERN EUROPE
SXF,EASTERN EUROPE,2015,AIR_BERLIN_GROUP,0.0,1905.0,0.0,0.0,SXF → EASTERN EUROPE
SXF,EASTERN EUROPE,2015,LowCostCarrier_GROUP,1042.0,1905.0,0.546981627296588,0.29918890060002346,SXF → EASTERN EUROPE
SXF,EASTERN EUROPE,2015,legacy_group,863.0,1905.0,0.45301837270341205,0.20522564600684756,SXF → EASTERN EUROPE
SXF,EASTERN EUROPE,2016,LowCostCarrier_GROUP,2179.0,3250.0,0.6704615384615384,0.44951867455621297,SXF → EASTERN EUROPE
SXF,EASTERN EUROPE,2016,legacy_group,1071.0,3250.0,0.32953846153846156,0.1085955976331361,SXF → EASTERN EUROPE
SXF,EASTERN EUROPE,2017,LowCostCarrier_GROUP,2926.0,3997.0,0.7320490367775832,0.5358957922469872,SXF → EASTERN EUROPE
SXF,EASTERN EUROPE,2017,legacy_group,1071.0,3997.0,0.2679509632224168,0.07179771869182096,SXF → EASTERN EUROPE
SXF,EASTERN EUROPE,2018,LowCostCarrier_GROUP,3782.0,4923.0,0.7682307536055251,0.5901784907853129,SXF → EASTERN EUROPE
SXF,EASTERN EUROPE,2018,NEW_ENTRANT,70.0,4923.0,0.014218972171440178,0.0002021791696121902,SXF → EASTERN EUROPE
SXF,EASTERN EUROPE,2018,legacy_group,1071.0,4923.0,0.21755027422303475,0.047328121814517614,SXF → EASTERN EUROPE
SXF,EASTERN EUROPE,2019,LowCostCarrier_GROUP,3580.0,4739.0,0.7554336357881409,0.5706799780800895,SXF → EASTERN EUROPE
SXF,EASTERN EUROPE,2019,NEW_ENTRANT,88.0,4739.0,0.018569318421607934,0.0003448195866430678,SXF → EASTERN EUROPE
SXF,EASTERN EUROPE,2019,legacy_group,1071.0,4739.0,0.2259970457902511,0.05107466470592085,SXF → EASTERN EUROPE
SXF,EASTERN EUROPE,2019,regional_and_others,0.0,4739.0,0.0,0.0,SXF → EASTERN EUROPE
SXF,GULF/MIDDLE EAST,2015,LowCostCarrier_GROUP,267.0,267.0,1.0,1.0,SXF → GULF/MIDDLE EAST
SXF,GULF/MIDDLE EAST,2016,LowCostCarrier_GROUP,289.0,289.0,1.0,1.0,SXF → GULF/MIDDLE EAST
SXF,GULF/MIDDLE EAST,2017,LowCostCarrier_GROUP,329.0,329.0,1.0,1.0,SXF → GULF/MIDDLE EAST
SXF,GULF/MIDDLE EAST,2018,LowCostCarrier_GROUP,325.0,325.0,1.0,1.0,SXF → GULF/MIDDLE EAST
SXF,GULF/MIDDLE EAST,2019,LowCostCarrier_GROUP,123.0,123.0,1.0,1.0,SXF → GULF/MIDDLE EAST
SXF,NORTH AFRICA,2015,LUFTHANSA_GROUP,3.0,158.0,0.0189873417721519,0.0003605191475725044,SXF → NORTH AFRICA
SXF,NORTH AFRICA,2015,LowCostCarrier_GROUP,155.0,158.0,0.9810126582278481,0.9623858356032687,SXF → NORTH AFRICA
SXF,NORTH AFRICA,2016,LowCostCarrier_GROUP,4.0,4.0,1.0,1.0,SXF → NORTH AFRICA
SXF,NORTH AFRICA,2017,LowCostCarrier_GROUP,49.0,49.0,1.0,1.0,SXF → NORTH AFRICA
SXF,NORTH AFRICA,2018,LowCostCarrier_GROUP,101.0,101.0,1.0,1.0,SXF → NORTH AFRICA
SXF,NORTH AFRICA,2019,LowCostCarrier_GROUP,60.0,60.0,1.0,1.0,SXF → NORTH AFRICA
SXF,WESTERN EUROPE,2015,AIR_BERLIN_GROUP,10.0,13502.0,0.0007406310176270182,5.485343042712325e-07,SXF → WESTERN EUROPE
SXF,WESTERN EUROPE,2015,LUFTHANSA_GROUP,71.0,13502.0,0.00525848022515183,2.7651614278312837e-05,SXF → WESTERN EUROPE
SXF,WESTERN EUROPE,2015,LowCostCarrier_GROUP,12683.0,13502.0,0.9393423196563472,0.8823639934973672,SXF → WESTERN EUROPE
SXF,WESTERN EUROPE,2015,legacy_group,738.0,13502.0,0.054658569100873945,0.002987559176155012,SXF → WESTERN EUROPE
SXF,WESTERN EUROPE,2016,LUFTHANSA_GROUP,434.0,19031.0,0.022804897272870578,0.0005200633396261799,SXF → WESTERN EUROPE
SXF,WESTERN EUROPE,2016,LowCostCarrier_GROUP,18228.0,19031.0,0.9578056854605643,0.9173917311005815,SXF → WESTERN EUROPE
SXF,WESTERN EUROPE,2016,legacy_group,369.0,19031.0,0.019389417266565078,0.000375949501936972,SXF → WESTERN EUROPE
SXF,WESTERN EUROPE,2017,LUFTHANSA_GROUP,0.0,19663.0,0.0,0.0,SXF → WESTERN EUROPE
SXF,WESTERN EUROPE,2017,LowCostCarrier_GROUP,19663.0,19663.0,1.0,1.0,SXF → WESTERN EUROPE
SXF,WESTERN EUROPE,2017,legacy_group,0.0,19663.0,0.0,0.0,SXF → WESTERN EUROPE
SXF,WESTERN EUROPE,2018,AIR_BERLIN_GROUP,0.0,18565.0,0.0,0.0,SXF → WESTERN EUROPE
